Young False Negative Rate Before,Old False Negative Rate Before,Young False Negative Rate After,Old False Negative Rate After,Equalized Odds Ratio Age Before,Equalized Odds Ratio Age After,Equalized Odds Difference Age Before,Equalized Odds Difference Age After
0.7387755102040816,0.14173228346456693,0.07755102040816327,0.06299212598425197,0.30436247893652874,0.8764054032192834,0.5970432267395147,0.08763980498996271
0.46122448979591835,0.023622047244094488,0.44081632653061226,0.4409448818897638,0.5239669421487603,0.35287569573283856,0.4376024425518239,0.10002867794665904
0.46122448979591835,0.03937007874015748,0.44081632653061226,0.47244094488188976,0.13403805496828752,0.5948625506985129,0.4218544110557608,0.10312589618583307
0.46122448979591835,0.015748031496062992,0.44081632653061226,0.41732283464566927,0.5473959183673469,0.9446196985629163,0.4454764582998554,0.023493491884942874
0.7387755102040816,0.14173228346456693,0.07755102040816327,0.10236220472440945,0.30436247893652874,0.9190894364395942,0.5970432267395147,0.05443074275881843
0.46122448979591835,0.023622047244094488,0.44081632653061226,0.48031496062992124,0.26198347107438014,0.7057513914656771,0.4376024425518239,0.04548322340120449
0.5346938775510204,0.05511811023622047,0.5346938775510204,0.49606299212598426,0.23525046382189235,0.5881261595547309,0.47957576731479995,0.06366504158302266
0.46122448979591835,0.007874015748031496,0.44081632653061226,0.4881889763779528,0.5239669421487603,0.9152824874992814,0.45335047404788686,0.047372649847340575
0.46122448979591835,0.015748031496062992,0.44081632653061226,0.4881889763779528,0.5239669421487603,0.7728706624605678,0.4454764582998554,0.047372649847340575
0.46122448979591835,0.023622047244094488,0.44081632653061226,0.3779527559055118,0.5239669421487603,0.7728706624605678,0.4376024425518239,0.0628635706251004
0.46122448979591835,0.015748031496062992,0.44081632653061226,0.4409448818897638,0.39297520661157026,0.5881261595547309,0.4454764582998554,0.06366504158302266
0.46122448979591835,0.03937007874015748,0.43673469387755104,0.4094488188976378,0.26807610993657505,0.7204545454545455,0.4218544110557608,0.04232864926871237
0.7387755102040816,0.14173228346456693,0.07755102040816327,0.08661417322834646,0.30436247893652874,0.9446196985629163,0.5970432267395147,0.03624892457700024
0.7387755102040816,0.13385826771653545,0.07755102040816327,0.031496062992125984,0.30159554730983307,0.9524473203915713,0.6049172424875462,0.04605495741603727
0.7387755102040816,0.14173228346456693,0.07755102040816327,0.07086614173228346,0.30436247893652874,0.965482233502538,0.5970432267395147,0.021451104100946417
0.46122448979591835,0.015748031496062992,0.43673469387755104,0.4330708661417323,0.13403805496828752,0.9606060606060606,0.4454764582998554,0.005965012905076006
0.46122448979591835,0.023622047244094488,0.44081632653061226,0.3464566929133858,0.5239669421487603,0.7728706624605678,0.4376024425518239,0.09435963361722632
0.46122448979591835,0.023622047244094488,0.44081632653061226,0.5039370078740157,0.13403805496828752,0.8871199494223806,0.4376024425518239,0.06312068134340354
0.7387755102040816,0.13385826771653545,0.07755102040816327,0.06299212598425197,0.30159554730983307,0.9844623563711198,0.6049172424875462,0.01455889442391134
0.46122448979591835,0.007874015748031496,0.44081632653061226,0.49606299212598426,0.5430515063168124,0.8233766233766232,0.45335047404788686,0.05524666559537206
0.5346938775510204,0.031496062992125984,0.5346938775510204,0.5118110236220472,0.35287569573283856,0.7728706624605678,0.5031978145588945,0.045425867507886436
0.7387755102040816,0.12598425196850394,0.061224489795918366,0.09448818897637795,0.15422362425517,0.9040345342852399,0.6127912582355777,0.06630341267565243
0.46122448979591835,0.023622047244094488,0.44081632653061226,0.48031496062992124,0.13403805496828752,0.832807570977918,0.4376024425518239,0.03949863409930909
0.46122448979591835,0.015748031496062992,0.44081632653061226,0.44881889763779526,0.5239669421487603,0.7057513914656771,0.4454764582998554,0.04548322340120449
0.46122448979591835,0.007874015748031496,0.44081632653061226,0.4566929133858268,0.5430515063168124,0.9410018552875694,0.45335047404788686,0.015876586855214536
0.46122448979591835,0.023622047244094488,0.44081632653061226,0.4566929133858268,0.39297520661157026,0.9410018552875694,0.4376024425518239,0.015876586855214536
0.46122448979591835,0.015748031496062992,0.44081632653061226,0.3464566929133858,0.39297520661157026,0.8233766233766232,0.4454764582998554,0.09435963361722632
0.46122448979591835,0.007874015748031496,0.44081632653061226,0.48031496062992124,0.5239669421487603,0.8233766233766232,0.45335047404788686,0.03949863409930909
0.7387755102040816,0.14173228346456693,0.07755102040816327,0.023622047244094488,0.30436247893652874,0.9447662936142198,0.5970432267395147,0.05392897316406886
0.7387755102040816,0.14173228346456693,0.07755102040816327,0.07874015748031496,0.30436247893652874,0.8764054032192834,0.5970432267395147,0.08763980498996271
